State,County,Avg Commute
SC,Union,25
SC,Williamsburg,24.8
SC,York,24.1
SD,Aurora,18.3
SD,Beadle,12.4
SD,Bennett,22
SD,Bon Homme,17.8
SD,Brookings,13.5
SD,Brown,12.8
SD,Brule,13.4
SD,Buffalo,12.3
SD,Butte,21.3
SD,Campbell,17.5
SD,Charles Mix,12.3
SD,Clark,19.7
SD,Clay,16.4
SD,Codington,14.1
SD,Corson,20.6
SD,Custer,25.1
SD,Davison,13.2
SD,Day,15.1
SD,Deuel,19.3
SD,Dewey,12.5
SD,Douglas,13.3
SD,Edmunds,19.8
SD,Fall River,15.4
SD,Faulk,13.3
SD,Grant,15.1
SD,Gregory,14.3
SD,Haakon,13.2
SD,Hamlin,18.9
SD,Hand,14.1
SD,Hanson,18.6
SD,Harding,15.4
SD,Hughes,12.1
SD,Hutchinson,15.8
SD,Hyde,15.9
SD,Jackson,17.3
SD,Jerauld,15
SD,Jones,11.7
SD,Kingsbury,19.7
SD,Lake,16.5
SD,Lawrence,18.2
SD,Lincoln,19.2
SD,Lyman,12.3
SD,Marshall,19
SD,McCook,23.7
SD,McPherson,14
SD,Meade,20.3
SD,Mellette,24.7
SD,Miner,17.5
SD,Minnehaha,16.7
SD,Moody,18.8
SD,Pennington,17.6
SD,Perkins,12.3
SD,Potter,11.5
SD,Roberts,17.6
SD,Sanborn,20.8
SD,Shannon,16.1
SD,Spink,13.8
SD,Stanley,14.8
SD,Sully,17.2
SD,Todd,16.9
SD,Tripp,12.2
SD,Turner,25.9
SD,Union,17.5
SD,Walworth,15.5
SD,Yankton,14.1
SD,Ziebach,20.3
TN,Anderson,23
TN,Bedford,25
TN,Benton,23.5
TN,Bledsoe,33.3
TN,Blount,23.4
TN,Bradley,20.4
TN,Campbell,26.4
TN,Cannon,34.3
TN,Carroll,24.1
TN,Carter,22.2
TN,Cheatham,32.7
TN,Chester,24.8
TN,Claiborne,25
TN,Clay,29.8
TN,Cocke,26.9
TN,Coffee,22.9
TN,Crockett,22
TN,Cumberland,24
TN,Davidson,23.1
TN,Decatur,24.2
TN,DeKalb,24.7
TN,Dickson,29.9
TN,Dyer,17.9
TN,Fayette,33
TN,Fentress,26.1
TN,Franklin,23
TN,Gibson,23
TN,Giles,26.4
TN,Grainger,31.8
TN,Greene,23.2
TN,Grundy,25.5
TN,Hamblen,20.6
TN,Hamilton,21.2
TN,Hancock,30.3
TN,Hardeman,28.6
TN,Hardin,21.3
TN,Hawkins,24
TN,Haywood,22.4
TN,Henderson,24.1
TN,Henry,20.1
TN,Hickman,37.6
TN,Houston,27.8
TN,Humphreys,25.6
TN,Jackson,31.1
TN,Jefferson,24.7
TN,Johnson,25.8
TN,Knox,20.9
TN,Lake,20.8
TN,Lauderdale,22.1
TN,Lawrence,26.2
TN,Lewis,27.5
TN,Lincoln,26.2
TN,Loudon,23.2
TN,Macon,30.5
TN,Madison,19.6
TN,Marion,27.4
TN,Marshall,28.2
TN,Maury,26.6
TN,McMinn,22
TN,McNairy,22.3
TN,Meigs,29.4
TN,Monroe,25.8
TN,Montgomery,24.4
TN,Moore,25.9
TN,Morgan,32.1
TN,Obion,20.3
TN,Overton,28.4
TN,Perry,26.5
TN,Pickett,29.4
TN,Polk,30
TN,Putnam,20.7
TN,Rhea,25.8
TN,Roane,26.1
TN,Robertson,28.5
TN,Rutherford,26.1
TN,Scott,26.4
TN,Sequatchie,28.4
TN,Sevier,24.7
TN,Shelby,22.4
TN,Smith,27.8
TN,Stewart,32
TN,Sullivan,20.3
TN,Sumner,27.6
TN,Tipton,31.8
TN,Trousdale,31.9
TN,Unicoi,23.1
TN,Union,32.4
TN,Van Buren,21.8
TN,Warren,23.9
TN,Washington,20
TN,Wayne,27.1
TN,Weakley,21
TN,White,23.3
TN,Williamson,27
TN,Wilson,27.8
TX,Anderson,23.8
TX,Andrews,21.7
TX,Angelina,20.8
TX,Aransas,18.6
TX,Archer,19.3
TX,Armstrong,26.5
TX,Atascosa,32.7
TX,Austin,28.1
TX,Bailey,14.1
TX,Bandera,32.8
TX,Bastrop,33.9
TX,Baylor,17.6
TX,Bee,20.3
TX,Bell,18.7
TX,Bexar,24.1
TX,Blanco,26.7
TX,Borden,21.6
TX,Bosque,27.2
TX,Bowie,17.5
TX,Brazoria,28.7
TX,Brazos,17.3
TX,Brewster,13.5
TX,Briscoe,22.1
TX,Brooks,18.6
TX,Brown,16.6
TX,Burleson,28.8
TX,Burnet,26.8
TX,Caldwell,29.8
TX,Calhoun,19.4
TX,Callahan,23.1
TX,Cameron,19.9
TX,Camp,21.7
TX,Carson,20.8
TX,Cass,28.4
TX,Castro,18.1
TX,Chambers,29.9
TX,Cherokee,20.6
TX,Childress,10.7
TX,Clay,24
TX,Cochran,21
TX,Coke,20.6
TX,Coleman,24.1
TX,Collin,27.8
TX,Collingsworth,14
TX,Colorado,26.3
TX,Comal,28.7
TX,Comanche,22.5
TX,Concho,20.3
TX,Cooke,25.6
TX,Coryell,19.9
TX,Cottle,17.1
TX,Crane,22.6
TX,Crockett,18.8
TX,Crosby,18.9
TX,Culberson,8.1
TX,Dallam,12.3
TX,Dallas,25.7
TX,Dawson,12.2
TX,Deaf Smith,16.9
TX,Delta,30.9
TX,Denton,27.5
TX,DeWitt,22.9
TX,Dickens,15.1
TX,Dimmit,22.7
TX,Donley,17.1
TX,Duval,26.2
TX,Eastland,19
TX,Ector,19.4
TX,Edwards,23.6
TX,El Paso,22.4
TX,Ellis,28.6
TX,Erath,18.3
TX,Falls,25.8
TX,Fannin,30.5
TX,Fayette,22.3
TX,Fisher,21.2
TX,Floyd,17.6
TX,Foard,12.4
TX,Fort Bend,30.6
TX,Franklin,23.8
TX,Freestone,23.5
TX,Frio,23
TX,Gaines,18.6
TX,Galveston,25.5
TX,Garza,14
TX,Gillespie,20
TX,Glasscock,22.7
TX,Goliad,30.8
TX,Gonzales,23.2
TX,Gray,17.3
TX,Grayson,23.6
TX,Gregg,20.4
TX,Grimes,30
TX,Guadalupe,24.8
TX,Hale,14.9
TX,Hall,16.1
TX,Hamilton,18.9
TX,Hansford,19.4
TX,Hardeman,17.5
TX,Hardin,27.3
TX,Harris,27.5
TX,Harrison,23.4
TX,Hartley,11.6
TX,Haskell,20.9
TX,Hays,29.3
TX,Hemphill,15.7
TX,Henderson,31.6
TX,Hidalgo,21
TX,Hill,30.8
TX,Hockley,19.7
TX,Hood,32.1
TX,Hopkins,20.1
TX,Houston,26
TX,Howard,16.8
TX,Hudspeth,24.4
TX,Hunt,28.7
TX,Hutchinson,18
TX,Irion,27.9
TX,Jack,21.1
TX,Jackson,24.4
TX,Jasper,24.5
TX,Jeff Davis,13.5
TX,Jefferson,19
TX,Jim Hogg,24
TX,Jim Wells,22.7
TX,Johnson,29.1
TX,Jones,25.8
TX,Karnes,25.6
TX,Kaufman,32
TX,Kendall,25.9
TX,Kenedy,16.3
TX,Kent,14.6
TX,Kerr,18.9
TX,Kimble,17
TX,King,4.5
TX,Kinney,17.6
TX,Kleberg,18
TX,Knox,14.2
TX,La Salle,27.5
TX,Lamar,19.1
TX,Lamb,16.2
TX,Lampasas,27.4
TX,Lavaca,25.1
TX,Lee,25.6
TX,Leon,24.7
TX,Liberty,34.3
TX,Limestone,22.3
TX,Lipscomb,19.5
TX,Live Oak,25.7
TX,Llano,26
TX,Loving,19
TX,Lubbock,16.3
TX,Lynn,16.8
TX,Madison,24.2
TX,Marion,26.8
TX,Martin,18.5
TX,Mason,13.8
TX,Matagorda,21.6
TX,Maverick,19.5
TX,McCulloch,12.8
TX,McLennan,18.5
TX,McMullen,20.8
TX,Medina,29
TX,Menard,21.9
TX,Midland,17.3
TX,Milam,26.2
TX,Mills,18.3
TX,Mitchell,16.7
TX,Montague,26.5
TX,Montgomery,31.6
TX,Moore,16.1
TX,Morris,20.2
TX,Motley,24.1
TX,Nacogdoches,19.1
TX,Navarro,23.3
TX,Newton,30.1
TX,Nolan,17.4
TX,Nueces,19.2
TX,Ochiltree,17.5
TX,Oldham,16.6
TX,Orange,22.3
TX,Palo Pinto,22.9
TX,Panola,25.6
TX,Parker,29.8
TX,Parmer,14.7
TX,Pecos,16.3
TX,Polk,27.3
TX,Potter,17.1
TX,Presidio,18.6
TX,Rains,34.6
TX,Randall,17.8
TX,Reagan,16.7
TX,Real,20.2
TX,Red River,26.9
TX,Reeves,19.3
TX,Refugio,22.9
TX,Roberts,15.5
TX,Robertson,24.8
TX,Rockwall,31.6
TX,Runnels,18.3
TX,Rusk,23.8
TX,Sabine,26.1
TX,San Augustine,28
TX,San Jacinto,37.8
TX,San Patricio,20.7
TX,San Saba,20.2
TX,Schleicher,17.9
TX,Scurry,15.6
TX,Shackelford,16.9
TX,Shelby,21.6
TX,Sherman,16.4
TX,Smith,21.1
TX,Somervell,27.4
TX,Starr,21.2
TX,Stephens,14.1
TX,Sterling,20.6
TX,Stonewall,17.3
TX,Sutton,11.9
TX,Swisher,17.2
TX,Tarrant,25.7
TX,Taylor,15.7
TX,Terrell,15.6
TX,Terry,21.3
TX,Throckmorton,22.5
TX,Titus,17.5
TX,Tom Green,17.3
TX,Travis,23.8
TX,Trinity,31.8
TX,Tyler,30.7
TX,Upshur,27.1
TX,Upton,19.1
TX,Uvalde,18.3
TX,Val Verde,19
TX,Van Zandt,34.9
TX,Victoria,20.9
TX,Walker,22.3
TX,Waller,31
TX,Ward,20.1
TX,Washington,20
TX,Webb,21
TX,Wharton,24.3
TX,Wheeler,18.5
TX,Wichita,15.8
TX,Wilbarger,12.5
TX,Willacy,18.5
TX,Williamson,26
TX,Wilson,32.5
TX,Winkler,21.3
TX,Wise,30.4
TX,Wood,29.7
TX,Yoakum,18.1
TX,Young,15.9
TX,Zapata,16.4
TX,Zavala,15.5
UT,Beaver,13.3
UT,Box Elder,22
UT,Cache,16.4
UT,Carbon,17.3
UT,Daggett,14.8
UT,Davis,22.7
UT,Duchesne,20.8
UT,Emery,21
UT,Garfield,14.1
UT,Grand,13.4
UT,Iron,15.8
UT,Juab,25.7
UT,Kane,18.7
UT,Millard,16
UT,Morgan,26.1
UT,Piute,28.5
UT,Rich,19.9
UT,Salt Lake,21.8
UT,San Juan,20.1
UT,Sanpete,19.2
UT,Sevier,15.3
UT,Summit,24.5
UT,Tooele,28.4
UT,Uintah,19.9
UT,Utah,20.7
UT,Wasatch,20.5
UT,Washington,18.1
UT,Wayne,12.8
UT,Weber,22
VT,Addison,22.5
VT,Bennington,17.6
VT,Caledonia,21.5
VT,Chittenden,19.6
VT,Essex,25.1
VT,Franklin,26.6
VT,Grand Isle,31.1
VT,Lamoille,24.4
VT,Orange,27
VT,Orleans,22.2
VT,Rutland,20
VT,Washington,21.3
VT,Windham,20.4
VT,Windsor,21.3
VA,Accomack,20
VA,Albemarle,21.8
VA,Alexandria city,29.6
VA,Alleghany,26.2
VA,Amelia,36.2
VA,Amherst,22.7
VA,Appomattox,25
VA,Arlington,26.5
VA,Augusta,22.3
VA,Bath,31.4
VA,Bedford,26.1
VA,Bedford city,18.7
VA,Bland,27.9
VA,Botetourt,25.8
VA,Bristol city,16.7
VA,Brunswick,31
VA,Buchanan,29.3
VA,Buckingham,32.2
VA,Buena Vista city,16.6
VA,Campbell,22.3
VA,Caroline,37
VA,Carroll,26.4
VA,Charles City,32.4
VA,Charlotte,30.6
VA,Charlottesville city,15.5
VA,Chesapeake city,24.1
VA,Chesterfield,24.9
VA,Clarke,34.5
VA,Colonial Heights city,21.8
VA,Covington city,19.9
VA,Craig,38.5
VA,Culpeper,35.3
VA,Cumberland,35.7
VA,Danville city,18.8
VA,Dickenson,33.3
VA,Dinwiddie,28.4
VA,Emporia city,15.4
VA,Essex,32.8
VA,Fairfax,31.3
VA,Fairfax city,31.4
VA,Falls Church city,25.8
VA,Fauquier,37.9
VA,Floyd,33.8
VA,Fluvanna,30.1
VA,Franklin,27.7
VA,Franklin city,25.1
VA,Frederick,30.4
VA,Fredericksburg city,26.6
VA,Galax city,24
VA,Giles,26.3
VA,Gloucester,32.4
VA,Goochland,29.6
VA,Grayson,24.4
VA,Greene,28.6
VA,Greensville,24.5
VA,Halifax,24.3
VA,Hampton city,22.1
VA,Hanover,25.1
VA,Harrisonburg city,15.6
VA,Henrico,21.7
VA,Henry,22.6
VA,Highland,24.5
VA,Hopewell city,22.3
VA,Isle of Wight,28.3
VA,James City,25.3
VA,King and Queen,34
VA,King George,31.6
VA,King William,35.9
VA,Lancaster,21.9
VA,Lee,26.5
VA,Lexington city,13.8
VA,Loudoun,33.4
VA,Louisa,35.5
VA,Lunenburg,30.5
VA,Lynchburg city,16.3
VA,Madison,31.9
VA,Manassas city,31.7
VA,Manassas Park city,39.6
VA,Martinsville city,17.2
VA,Mathews,37.3
VA,Mecklenburg,27.4
VA,Middlesex,27
VA,Montgomery,18.2
VA,Nelson,31.6
VA,New Kent,30.6
VA,Newport News city,21.6
VA,Norfolk city,21.5
VA,Northampton,17.5
VA,Northumberland,24.7
VA,Norton city,15.4
VA,Nottoway,28.6
VA,Orange,38.5
VA,Page,34.4
VA,Patrick,24.9
VA,Petersburg city,21.6
VA,Pittsylvania,25.6
VA,Poquoson city,22.5
VA,Portsmouth city,23.5
VA,Powhatan,31.6
VA,Prince Edward,21.4
VA,Prince George,22.1
VA,Prince William,38.8
VA,Pulaski,22
VA,Radford city,16.9
VA,Rappahannock,35.1
VA,Richmond,29.8
VA,Richmond city,21.4
VA,Roanoke,20.2
VA,Roanoke city,18.5
VA,Rockbridge,20.9
VA,Rockingham,22.4
VA,Russell,27.9
VA,Salem city,17.9
VA,Scott,27.9
VA,Shenandoah,28.6
VA,Smyth,22.3
VA,Southampton,29.4
VA,Spotsylvania,39.1
VA,Stafford,39.2
VA,Staunton city,20.9
VA,Suffolk city,27.7
VA,Surry,34.2
VA,Sussex,25.1
VA,Tazewell,25.2
VA,Virginia Beach city,22.7
VA,Warren,37.4
VA,Washington,22.6
VA,Waynesboro city,19.3
VA,Westmoreland,37.9
VA,Williamsburg city,19.5
VA,Winchester city,21.3
VA,Wise,22
VA,Wythe,21.9
VA,York,22
WA,Adams,16.2
WA,Asotin,16.5
WA,Benton,21.2
WA,Chelan,17.8
WA,Clallam,20.9
WA,Clark,25
WA,Columbia,21.7
WA,Cowlitz,23.6
WA,Douglas,18.9
WA,Ferry,24.3
WA,Franklin,21.2
WA,Garfield,17.2
WA,Grant,18.3
WA,Grays Harbor,24.2
WA,Island,26
WA,Jefferson,24.6
WA,King,26.6
WA,Kitsap,29.9
WA,Kittitas,20
WA,Klickitat,19.6
WA,Lewis,26.1
WA,Lincoln,21.3
WA,Mason,31.8
WA,Okanogan,18.1
WA,Pacific,21.5
WA,Pend Oreille,29.2
WA,Pierce,28.4
WA,San Juan,16.1
WA,Skagit,25.6
WA,Skamania,30.2
WA,Snohomish,29.7
WA,Spokane,21.1
WA,Stevens,27.9
WA,Thurston,24.9
WA,Wahkiakum,32
WA,Walla Walla,14.9
WA,Whatcom,20.6
WA,Whitman,14.5
WA,Yakima,19
WV,Barbour,29.9
WV,Berkeley,30
WV,Boone,29.1
WV,Braxton,32.4
WV,Brooke,25.8
WV,Cabell,19.9
WV,Calhoun,39.6
WV,Clay,35.4
WV,Doddridge,37.8
WV,Fayette,27.5
WV,Gilmer,21.9
WV,Grant,25.2
WV,Greenbrier,24
WV,Hampshire,35.8
WV,Hancock,23.2
WV,Hardy,25.1
WV,Harrison,22
WV,Jackson,28.5
WV,Jefferson,38.3
WV,Kanawha,21
WV,Lewis,26.9
WV,Lincoln,36.5
WV,Logan,25.9
WV,Marion,25.4
WV,Marshall,23.5
WV,Mason,26.3
WV,McDowell,27.6
WV,Mercer,22.5
WV,Mineral,27.9
WV,Mingo,28.4
WV,Monongalia,20.9
WV,Monroe,31.7
WV,Morgan,32.7
WV,Nicholas,26.8
WV,Ohio,19.4
WV,Pendleton,30.9
WV,Pleasants,24.5
WV,Pocahontas,28.9
WV,Preston,31.3
WV,Putnam,25.6
WV,Raleigh,23
WV,Randolph,20.2
WV,Ritchie,26.1
WV,Roane,38.4
WV,Summers,31.7
WV,Taylor,31.2
WV,Tucker,28.2
WV,Tyler,28.1
WV,Upshur,24.7
WV,Wayne,25
WV,Webster,31
WV,Wetzel,28.8
WV,Wirt,31.5
WV,Wood,19.2
WV,Wyoming,32.5
WI,Adams,27.2
WI,Ashland,15.2
WI,Barron,19.3
WI,Bayfield,22.7
WI,Brown,18.2
WI,Buffalo,23.5
WI,Burnett,25.5
WI,Calumet,20
WI,Chippewa,21
WI,Clark,20.6
WI,Columbia,26.7
WI,Crawford,23.6
WI,Dane,20.2
WI,Dodge,22.4
WI,Door,19.1
WI,Douglas,20.3
WI,Dunn,21.6
WI,Eau Claire,17.1
WI,Florence,18.2
WI,Fond du Lac,19.5
WI,Forest,20.8
WI,Grant,21.3
WI,Green,22.8
WI,Green Lake,23.3
WI,Iowa,25.6
WI,Iron,19.8
WI,Jackson,21.3
WI,Jefferson,22.9
WI,Juneau,22.1
WI,Kenosha,25.9
WI,Kewaunee,23.2
WI,La Crosse,18.1
WI,Lafayette,24.7
WI,Langlade,19.3
WI,Lincoln,22.6
WI,Manitowoc,19.1
WI,Marathon,18.7
WI,Marinette,20.3
WI,Marquette,27.2
WI,Menominee,25
WI,Milwaukee,21.5
WI,Monroe,19.5
WI,Oconto,26.2
WI,Oneida,18.9
WI,Outagamie,19.3
WI,Ozaukee,22.5
WI,Pepin,25.6
WI,Pierce,27.1
WI,Polk,27.9
WI,Portage,18.6
WI,Price,19.8
WI,Racine,22.8
WI,Richland,23
WI,Rock,21.5
WI,Rusk,22
WI,Sauk,21
WI,Sawyer,20.3
WI,Shawano,23
WI,Sheboygan,18.2
WI,St. Croix,26.4
WI,Taylor,21.5
WI,Trempealeau,21.2
WI,Vernon,22.8
WI,Vilas,19.4
WI,Walworth,24.3
WI,Washburn,22.3
WI,Washington,23.4
WI,Waukesha,23.1
WI,Waupaca,20.9
WI,Waushara,26.3
WI,Winnebago,17.7
WI,Wood,18.5
WY,Albany,12.3
WY,Big Horn,20.2
WY,Campbell,20.8
WY,Carbon,15.6
WY,Converse,30.2
WY,Crook,22.6
WY,Fremont,19.3
WY,Goshen,19.5
WY,Hot Springs,17.2
WY,Johnson,16.5
WY,Laramie,15.8
WY,Lincoln,24.3
WY,Natrona,17.7
WY,Niobrara,14.8
WY,Park,17.6
WY,Platte,16.9
WY,Sheridan,17.9
WY,Sublette,24.2
WY,Sweetwater,22.3
WY,Teton,14.9
WY,Uinta,21.7
WY,Washakie,12.8
WY,Weston,25.2
AL,State,23.9
AK,State,18.1
AZ,State,24.8
AR,State,21.1
CA,State,26.9
CO,State,24.2
CT,State,24.6
DE,State,24.1
DC,State,29.3
FL,State,25.7
GA,State,27
HI,State,25.9
ID,State,20.1
IL,State,28.1
IN,State,22.8
IA,State,18.5
KS,State,18.8
KY,State,22.5
LA,State,25
ME,State,22.8
MD,State,31.3
MA,State,27.3
MI,State,23.7
MN,State,22.4
MS,State,23.9
MO,State,23.2
MT,State,17.7
NE,State,17.9
NV,State,23.6
NH,State,25.5
NJ,State,29.8
NM,State,21.7
NY,State,31.3
NC,State,23.4
ND,State,16
OH,State,22.7
OK,State,20.7
OR,State,22.1
PA,State,25.5
RI,State,22.9
SC,State,23.2
SD,State,16.5
TN,State,23.9
TX,State,24.8
UT,State,21.2
VT,State,21.5
VA,State,27.1
WA,State,25.4
WV,State,25.4
WI,State,21.3
WY,State,18.5
